Domain Code,Domain,Area Code,Area,Indicator Code,Indicator,Source Code,FAO Source,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OE","Employment Indicators","MNG","Mongolia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2013","2013","%","1.635856","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","MNG","Mongolia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2014","2014","%","1.635155","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","MNG","Mongolia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2015","2015","%","1.722595","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","MNG","Mongolia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2016","2016","%","2.001255","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","MNG","Mongolia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2017","2017","%","1.978638","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","MNG","Mongolia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2018","2018","%","1.701487","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","MNE","Montenegro","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2012","2012","%","1.328201","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","MNE","Montenegro","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2013","2013","%","1.9166","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","MNE","Montenegro","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2014","2014","%","1.5441","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","MNE","Montenegro","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2016","2016","%","1.09944","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","MNE","Montenegro","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2018","2018","%","1.157551","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","MAR","Morocco","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1990","1990","%","3.501823","X","International reliable sources","Geographical coverage: Urban areas only"
"OE","Employment Indicators","MAR","Morocco","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1991","1991","%","3.499681","X","International reliable sources","Geographical coverage: Urban areas only"
"OE","Employment Indicators","MAR","Morocco","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1992","1992","%","2.975966","X","International reliable sources","Geographical coverage: Urban areas only"
"OE","Employment Indicators","MAR","Morocco","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1993","1993","%","2.68622","X","International reliable sources","Geographical coverage: Urban areas only"
"OE","Employment Indicators","MAR","Morocco","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1995","1995","%","4.021362","X","International reliable sources","Geographical coverage: Urban areas only"
"OE","Employment Indicators","MAR","Morocco","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1996","1996","%","4.530344","X","International reliable sources","Geographical coverage: Urban areas only"
"OE","Employment Indicators","MAR","Morocco","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1997","1997","%","3.770051","X","International reliable sources","Geographical coverage: Urban areas only"
"OE","Employment Indicators","MAR","Morocco","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1998","1998","%","3.687534","X","International reliable sources",""
"OE","Employment Indicators","MAR","Morocco","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1999","1999","%","3.83972","X","International reliable sources",""
"OE","Employment Indicators","MAR","Morocco","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2000","2000","%","3.693105","X","International reliable sources",""
"OE","Employment Indicators","MAR","Morocco","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2001","2001","%","3.353772","X","International reliable sources",""
"OE","Employment Indicators","MAR","Morocco","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2011","2011","%","11.90325","X","International reliable sources","Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers"
"OE","Employment Indicators","MAR","Morocco","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2012","2012","%","12.41601","X","International reliable sources","Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers"
"OE","Employment Indicators","MMR","Myanmar","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2015","2015","%","36.3193","X","International reliable sources","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","MMR","Myanmar","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2017","2017","%","31.78622","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"OE","Employment Indicators","MMR","Myanmar","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2018","2018","%","26.56403","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"OE","Employment Indicators","NAM","Namibia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2012","2012","%","11.08705","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","NAM","Namibia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2013","2013","%","14.4851","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","NAM","Namibia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2014","2014","%","12.58614","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","NAM","Namibia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2016","2016","%","11.74212","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","NAM","Namibia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2018","2018","%","12.26189","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","NPL","Nepal","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1999","1999","%","37.06721","X","International reliable sources",""
"OE","Employment Indicators","NPL","Nepal","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2008","2008","%","26.21717","X","International reliable sources","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","NPL","Nepal","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2017","2017","%","14.00491","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1983","1983","%","2.013006","X","International reliable sources",""
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1985","1985","%","1.865203","X","International reliable sources",""
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1987","1987","%","2.101768","X","International reliable sources",""
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1988","1988","%","1.820423","X","International reliable sources",""
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1989","1989","%","1.928697","X","International reliable sources",""
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1990","1990","%","1.999417","X","International reliable sources",""
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1991","1991","%","1.852211","X","International reliable sources",""
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1992","1992","%","1.668497","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1993","1993","%","1.713038","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1994","1994","%","1.673454","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1995","1995","%","1.668526","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1996","1996","%","1.564376","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1997","1997","%","1.507061","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1998","1998","%","1.613798","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1999","1999","%","1.485778","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2000","2000","%","1.666484","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2001","2001","%","1.657578","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2002","2002","%","1.42772","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2003","2003","%","1.644944","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2004","2004","%","1.771969","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2005","2005","%","1.881777","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2006","2006","%","1.96006","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2007","2007","%","1.667166","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2008","2008","%","1.520209","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2009","2009","%","1.483058","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2010","2010","%","1.40746","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2011","2011","%","1.424742","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2012","2012","%","1.389296","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2013","2013","%","1.047353","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2014","2014","%","1.092738","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2015","2015","%","1.014711","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2016","2016","%","1.046506","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2017","2017","%","1.044134","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NLD","Netherlands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2018","2018","%","0.978427","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1991","1991","%","5.170976","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1992","1992","%","5.373636","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1993","1993","%","5.020576","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1994","1994","%","5.11811","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1995","1995","%","4.87988","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1996","1996","%","4.872727","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1997","1997","%","4.636234","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1998","1998","%","4.542177","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1999","1999","%","5.014327","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2000","2000","%","4.631579","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2001","2001","%","5.128205","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2002","2002","%","5.324676","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2003","2003","%","4.936709","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2004","2004","%","4.700855","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2005","2005","%","4.289072","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2006","2006","%","4.488636","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2007","2007","%","4.722222","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2008","2008","%","4.527885","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2009","2009","%","4.509432","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2010","2010","%","4.658902","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2011","2011","%","4.567969","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2012","2012","%","4.46527","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2013","2013","%","4.371002","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2014","2014","%","4.271745","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2015","2015","%","4.456685","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2016","2016","%","4.466096","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2017","2017","%","4.152299","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers"
"OE","Employment Indicators","NZL","New Zealand","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2018","2018","%","3.896714","X","International reliable sources","Repository: OECD"
"OE","Employment Indicators","NER","Niger","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2012","2012","%","3.863833","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","NER","Niger","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2017","2017","%","15.4391","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","MKD","North Macedonia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2006","2006","%","3.053293","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","MKD","North Macedonia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2007","2007","%","2.952351","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","MKD","North Macedonia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2011","2011","%","3.269468","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","MKD","North Macedonia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2012","2012","%","2.946105","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","MKD","North Macedonia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2013","2013","%","2.428138","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","MKD","North Macedonia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2014","2014","%","2.495607","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","MKD","North Macedonia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2015","2015","%","2.281126","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","MKD","North Macedonia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2016","2016","%","2.760306","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","MKD","North Macedonia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2017","2017","%","3.014446","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","MKD","North Macedonia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2018","2018","%","2.518829","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1995","1995","%","1.911161","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1996","1996","%","2.013418","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1997","1997","%","2.036432","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1998","1998","%","1.683354","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1999","1999","%","1.887664","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2000","2000","%","1.717904","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2001","2001","%","1.834528","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2002","2002","%","1.642477","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2003","2003","%","1.656427","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2004","2004","%","1.586518","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2005","2005","%","1.447527","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2006","2006","%","1.378403","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2007","2007","%","1.158938","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2008","2008","%","1.055899","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2009","2009","%","1.061968","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2010","2010","%","0.973808","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2011","2011","%","1.063548","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2012","2012","%","1.006707","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2013","2013","%","1.020213","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2014","2014","%","1.046367","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2015","2015","%","0.934188","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2016","2016","%","1.033858","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2017","2017","%","1.116727","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","NOR","Norway","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2018","2018","%","1.124476","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","PAK","Pakistan","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2006","2006","%","10.60034","X","International reliable sources","Data reference period: July | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old"
"OE","Employment Indicators","PAK","Pakistan","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2009","2009","%","9.562886","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","PAK","Pakistan","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2010","2010","%","9.578173","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","PAK","Pakistan","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2011","2011","%","11.37645","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","PAK","Pakistan","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2013","2013","%","12.55699","X","International reliable sources","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","PAK","Pakistan","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2014","2014","%","13.45065","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
