iso3c,date,value,indicatorID,indicator,iso2c,country
JOR,2013,12.6,UNEMPSA_,"Unemployment rate,Percent,,,",JO,Jordan
JOR,2013,12.6000003814697,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",JO,Jordan
JOR,2013,12.6000003814697,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",JO,Jordan
JOR,2014,11.9,UNEMPSA_,"Unemployment rate,Percent,,,",JO,Jordan
JOR,2014,11.8999996185303,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",JO,Jordan
JOR,2014,11.8999996185303,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",JO,Jordan
JOR,2015,13.1,UNEMPSA_,"Unemployment rate,Percent,,,",JO,Jordan
JOR,2015,13.0749998092651,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",JO,Jordan
JOR,2015,13.0749998092651,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",JO,Jordan
JOR,2016,15.3,UNEMPSA_,"Unemployment rate,Percent,,,",JO,Jordan
JOR,2016,15.2749996185303,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",JO,Jordan
JOR,2016,15.2749996185303,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",JO,Jordan
JOR,2017,18.3,UNEMPSA_,"Unemployment rate,Percent,,,",JO,Jordan
JOR,2017,15.1149997711182,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",JO,Jordan
JOR,2018,18.6,UNEMPSA_,"Unemployment rate,Percent,,,",JO,Jordan
JOR,2018,14.9589996337891,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",JO,Jordan
JOR,2019,14.7150001525879,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",JO,Jordan
KAZ,1991,0.899999976158142,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,1991,0.0500000007450581,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,1992,1,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,1992,0.400000005960464,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,1993,1.11000001430511,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,1993,1.11000001430511,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,1994,7.53999996185303,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,1994,7.53999996185303,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,1995,10.9799995422363,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,1995,10.9799995422363,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,1996,12.960000038147,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,1996,12.960000038147,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,1997,13.0100002288818,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,1997,13.0100002288818,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,1998,13.1300001144409,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,1998,13.1300001144409,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,1999,13.460000038147,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,1999,13.460000038147,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,2000,12.75,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,2000,12.75,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,2001,10.475,UNEMPSA_,"Unemployment rate,Percent,,,",KZ,Kazakhstan
KAZ,2001,10.4300003051758,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,2001,10.4300003051758,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,2002,9.36666666667,UNEMPSA_,"Unemployment rate,Percent,,,",KZ,Kazakhstan
KAZ,2002,9.32999992370605,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,2002,9.32999992370605,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,2003,8.79166666667,UNEMPSA_,"Unemployment rate,Percent,,,",KZ,Kazakhstan
KAZ,2003,8.77999973297119,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,2003,8.77999973297119,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,2004,8.39166666667,UNEMPSA_,"Unemployment rate,Percent,,,",KZ,Kazakhstan
KAZ,2004,8.39999961853027,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,2004,8.39999961853027,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,2005,8.09166666667,UNEMPSA_,"Unemployment rate,Percent,,,",KZ,Kazakhstan
KAZ,2005,8.13000011444092,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,2005,8.13000011444092,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,2006,7.78333333333,UNEMPSA_,"Unemployment rate,Percent,,,",KZ,Kazakhstan
KAZ,2006,7.78999996185303,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,2006,7.78999996185303,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,2007,7.25,UNEMPSA_,"Unemployment rate,Percent,,,",KZ,Kazakhstan
KAZ,2007,7.26000022888184,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,2007,7.26000022888184,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,2008,6.625,UNEMPSA_,"Unemployment rate,Percent,,,",KZ,Kazakhstan
KAZ,2008,6.63000011444092,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,2008,6.63000011444092,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,2009,6.56666666667,UNEMPSA_,"Unemployment rate,Percent,,,",KZ,Kazakhstan
KAZ,2009,4.98999977111816,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),KZ,Kazakhstan
KAZ,2009,6.21999979019165,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),KZ,Kazakhstan
KAZ,2009,6.55000019073486,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,2009,6.55000019073486,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,2010,5.76666666667,UNEMPSA_,"Unemployment rate,Percent,,,",KZ,Kazakhstan
KAZ,2010,4.32999992370605,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),KZ,Kazakhstan
KAZ,2010,5.28999996185303,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),KZ,Kazakhstan
KAZ,2010,5.76999998092651,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,2010,5.76999998092651,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,2011,18.2900009155273,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",KZ,Kazakhstan
KAZ,2011,5.39166666667,UNEMPSA_,"Unemployment rate,Percent,,,",KZ,Kazakhstan
KAZ,2011,4.07999992370605,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),KZ,Kazakhstan
KAZ,2011,4.8899998664856,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),KZ,Kazakhstan
KAZ,2011,5.3899998664856,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,2011,5.3899998664856,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,2012,13.8199996948242,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",KZ,Kazakhstan
KAZ,2012,5.29166666667,UNEMPSA_,"Unemployment rate,Percent,,,",KZ,Kazakhstan
KAZ,2012,3.92000007629395,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),KZ,Kazakhstan
KAZ,2012,4.98000001907349,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),KZ,Kazakhstan
KAZ,2012,5.28999996185303,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,2012,5.28999996185303,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,2013,11.1599998474121,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",KZ,Kazakhstan
KAZ,2013,5.24166666667,UNEMPSA_,"Unemployment rate,Percent,,,",KZ,Kazakhstan
KAZ,2013,3.71000003814697,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),KZ,Kazakhstan
KAZ,2013,5.36999988555908,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),KZ,Kazakhstan
KAZ,2013,5.19999980926514,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,2013,5.19999980926514,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,2014,5.05,UNEMPSA_,"Unemployment rate,Percent,,,",KZ,Kazakhstan
KAZ,2014,5.05999994277954,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,2014,5.05999994277954,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,2015,9.44999980926514,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",KZ,Kazakhstan
KAZ,2015,5,UNEMPSA_,"Unemployment rate,Percent,,,",KZ,Kazakhstan
KAZ,2015,4.92999982833862,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,2015,4.92999982833862,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,2016,4.975,UNEMPSA_,"Unemployment rate,Percent,,,",KZ,Kazakhstan
KAZ,2016,4.96000003814697,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,2016,4.96000003814697,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,2017,8.53999996185303,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",KZ,Kazakhstan
KAZ,2017,4.90833333333,UNEMPSA_,"Unemployment rate,Percent,,,",KZ,Kazakhstan
KAZ,2017,3.49000000953674,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),KZ,Kazakhstan
KAZ,2017,5.30000019073486,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),KZ,Kazakhstan
KAZ,2017,4.90000009536743,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,2017,4.90000009536743,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KZ,Kazakhstan
KAZ,2018,4.85,UNEMPSA_,"Unemployment rate,Percent,,,",KZ,Kazakhstan
KAZ,2018,4.82499980926514,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KAZ,2019,4.8,UNEMPSA_,"Unemployment rate,Percent,,,",KZ,Kazakhstan
KAZ,2019,4.59000015258789,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KZ,Kazakhstan
KEN,1991,2.71099996566772,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,1992,2.74900007247925,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,1993,2.82399988174438,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,1994,2.83699989318848,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,1995,2.84100008010864,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,1996,2.85199999809265,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,1997,2.84200000762939,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,1998,2.83800005912781,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,1999,11.3165998458862,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),KE,Kenya
KEN,1999,12.5525999069214,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),KE,Kenya
KEN,1999,2.87599992752075,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,1999,10.0043001174927,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KE,Kenya
KEN,2000,2.85999989509583,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,2001,2.85800004005432,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,2002,2.90000009536743,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,2003,2.90400004386902,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,2004,2.86500000953674,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,2005,2.81500005722046,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,2006,9.09370040893555,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),KE,Kenya
KEN,2006,12.3410997390747,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),KE,Kenya
KEN,2006,2.71300005912781,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,2006,9.95730018615723,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KE,Kenya
KEN,2007,2.62700009346008,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,2008,2.59899997711182,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,2009,2.79299998283386,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,2009,9.60000038146973,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KE,Kenya
KEN,2010,2.84200000762939,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,2011,2.84400010108948,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,2012,2.85400009155273,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,2013,2.86700010299683,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,2014,2.82399988174438,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,2015,2.79399991035461,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,2016,36.4300003051758,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",KE,Kenya
KEN,2016,7.81899976730347,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),KE,Kenya
KEN,2016,4.17269992828369,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),KE,Kenya
KEN,2016,2.75699996948242,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,2016,2.75740003585815,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KE,Kenya
KEN,2017,2.6949999332428,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,2018,2.63499999046326,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KEN,2019,2.64199995994568,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KE,Kenya
KIR,2005,14.6499996185303,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KI,Kiribati
KIR,2010,30.5799999237061,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KI,Kiribati
KIR,2015,2.21810007095337,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),KI,Kiribati
KIR,2015,9.84430027008057,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),KI,Kiribati
KIR,2015,9.33450031280518,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KI,Kiribati
KOR,2000,4.39166666667,UNEMPSA_,"Unemployment rate,Percent,,,",KR,Korea Rep.
KOR,2001,3.98333333333,UNEMPSA_,"Unemployment rate,Percent,,,",KR,Korea Rep.
KOR,2002,3.25833333333,UNEMPSA_,"Unemployment rate,Percent,,,",KR,Korea Rep.
KOR,2003,3.56666666667,UNEMPSA_,"Unemployment rate,Percent,,,",KR,Korea Rep.
KOR,2004,3.65,UNEMPSA_,"Unemployment rate,Percent,,,",KR,Korea Rep.
KOR,2005,3.725,UNEMPSA_,"Unemployment rate,Percent,,,",KR,Korea Rep.
KOR,2006,3.5,UNEMPSA_,"Unemployment rate,Percent,,,",KR,Korea Rep.
KOR,2007,3.25,UNEMPSA_,"Unemployment rate,Percent,,,",KR,Korea Rep.
KOR,2008,3.15833333333,UNEMPSA_,"Unemployment rate,Percent,,,",KR,Korea Rep.
KOR,2009,3.65,UNEMPSA_,"Unemployment rate,Percent,,,",KR,Korea Rep.
KOR,2010,3.69166666667,UNEMPSA_,"Unemployment rate,Percent,,,",KR,Korea Rep.
KOR,2011,3.38333333333,UNEMPSA_,"Unemployment rate,Percent,,,",KR,Korea Rep.
KOR,2012,3.2,UNEMPSA_,"Unemployment rate,Percent,,,",KR,Korea Rep.
KOR,2013,3.10833333333,UNEMPSA_,"Unemployment rate,Percent,,,",KR,Korea Rep.
KOR,2014,3.5,UNEMPSA_,"Unemployment rate,Percent,,,",KR,Korea Rep.
KOR,2015,3.6,UNEMPSA_,"Unemployment rate,Percent,,,",KR,Korea Rep.
KOR,2016,3.675,UNEMPSA_,"Unemployment rate,Percent,,,",KR,Korea Rep.
KOR,2017,3.68333333333,UNEMPSA_,"Unemployment rate,Percent,,,",KR,Korea Rep.
KOR,2018,3.84166666667,UNEMPSA_,"Unemployment rate,Percent,,,",KR,Korea Rep.
KOR,2019,3.8875,UNEMPSA_,"Unemployment rate,Percent,,,",KR,Korea Rep.
PRK,1991,2.81100010871887,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,1992,2.8510000705719,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,1993,2.93099999427795,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,1994,2.94600009918213,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,1995,2.94899988174438,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,1996,2.96000003814697,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,1997,2.94899988174438,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,1998,2.94400000572205,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,1999,2.98499989509583,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,2000,2.96700000762939,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,2001,2.96399998664856,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,2002,3.0090000629425,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,2003,3.01300001144409,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,2004,2.97000002861023,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,2005,2.91599988937378,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,2006,2.8050000667572,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,2007,2.71099996566772,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,2008,2.6800000667572,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,2009,2.89100003242493,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,2010,2.94300007820129,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,2011,2.94400000572205,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,2012,2.9539999961853,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,2013,2.96799993515015,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,2014,2.9210000038147,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,2015,2.88800001144409,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,2016,2.84800004959106,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,2017,2.77900004386902,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,2018,2.71300005912781,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
PRK,2019,2.74000000953674,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",KP,"Korea, Dem. People’s Rep."
KOR,1969,4.8600001335144,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KR,"Korea, Rep."
KOR,1970,4.51000022888184,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KR,"Korea, Rep."
KOR,1971,4.57000017166138,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KR,"Korea, Rep."
KOR,1972,4.59000015258789,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KR,"Korea, Rep."
KOR,1973,4.03999996185303,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KR,"Korea, Rep."
KOR,1974,4.15000009536743,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KR,"Korea, Rep."
KOR,1975,4.17999982833862,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KR,"Korea, Rep."
KOR,1976,3.8076000213623,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KR,"Korea, Rep."
KOR,1977,3.80570006370544,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KR,"Korea, Rep."
KOR,1978,3.16729998588562,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",KR,"Korea, Rep."
