countrycode,countryname,regioncode,coveragetype,year,datayear,datatype,isinterpolated,usemicrodata,ppp,povertyline,mean,headcount,povertygap,povertygapsq,watts,gini,median,mld,polarization,population,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,diff
IDN,Indonesia,EAP,U,2012,2012,consumption,0,1,4091.939,1,179.8817,0.001386214,1.823696e-4,3.237684e-5,2.015429e-4,0.4248085,122.7482,0.2966569,NA,127.617366,0.02688,0.03639,0.04397,0.05272,0.06278,0.07507,0.09172,0.1157,0.1575,0.3373,-2.9455600000000007e-4
IDN,Indonesia,EAP,A,2012,2012,consumption,0,1,4091.939,3.8,151.8661,0.5412451,0.1836937,0.07988688,0.2462257,0.3963945,NA,0.2562838,NA,248.883232,0.03101,0.0407,0.048,0.05617,0.06585,0.07742,0.09239,0.1143,0.1518,0.3223,0.09391110000000003
IDN,Indonesia,EAP,R,2012,2012,consumption,0,1,4091.939,4.9,122.3832,0.7677524,0.3235206,0.1650107,0.4647739,0.329824,96.62207,0.1761212,NA,121.265866,0.03772,0.048280000000000003,0.05594,0.06409,0.07349,0.08494,0.09907,0.1182,0.1496,0.2687,0.0852501
IDN,Indonesia,EAP,U,2013,2013,consumption,0,1,4091.939,1,191.392,0.001644045,1.625925e-4,3.12036e-5,1.815431e-4,0.4310654,127.8276,0.3048463,NA,130.943362,0.02637,0.03499,0.04206,0.05056,0.06108,0.07408,0.09269,0.1204,0.1645,0.3332,2.5073e-4
IDN,Indonesia,EAP,R,2013,2013,consumption,0,1,4091.939,5.7,127.4107,0.8186126,0.3667916,0.1959211,0.5401858,0.3204986,101.9892,0.1664182,NA,121.088901,0.03839,0.04928,0.05719,0.06548,0.07482,0.08594,0.09999,0.1189,0.1486,0.2614,0.09229430000000005
IDN,Indonesia,EAP,A,2013,2013,consumption,0,1,4091.939,5.8,160.6522,0.7339595,0.3301191,0.1778135,0.4888883,0.3993511,NA,0.2587555,NA,252.032263,0.03091,0.04026,0.04747,0.05539,0.0649,0.07659,0.09207,0.1148,0.1558,0.3217,0.09298969999999995
IDN,Indonesia,EAP,U,2014,2014,consumption,0,1,4091.939,1.2,193.2663,0.005525994,5.231904e-4,8.139486e-5,5.703224e-4,0.4276526,131.9003,0.2999459,NA,134.288263,0.02675,0.03544,0.04254,0.05148,0.062330000000000003,0.07517,0.09304,0.1183,0.1602,0.3347,0.001955253
IDN,Indonesia,EAP,R,2014,2014,consumption,0,1,4091.939,6.1,134.4812,0.8243762,0.3704657,0.1996244,0.5488154,0.3191441,109.1066,0.1651932,NA,120.842853,0.03786,0.04915,0.05701,0.06542,0.07561,0.08716,0.1013,0.12,0.1474,0.2591,0.08395989999999998
IDN,Indonesia,EAP,A,2014,2014,consumption,0,1,4091.939,6.2,165.4228,0.7483615,0.3392605,0.1850498,0.5065612,0.3938476,NA,0.2523221,NA,255.131116,0.03101,0.04066,0.04779,0.05627,0.0664,0.07827,0.0936,0.1151,0.1529,0.3181,0.08349879999999998
IDN,Indonesia,EAP,U,2015,2015,consumption,0,1,4091.939,1.5,199.4779,0.02370055,0.003247338,7.163847e-4,0.003694863,0.4275306,138.6419,0.3015691,NA,137.633967,0.02594,0.03544,0.04352,0.05342,0.06372,0.07616,0.09179,0.1143,0.1538,0.3419,0.0021640400000000025
IDN,Indonesia,EAP,A,2015,2015,consumption,0,1,4091.939,5,174.3148,0.6169502,0.2324447,0.1116938,0.3260368,0.3969626,NA,0.2585089,NA,258.162113,0.02967,0.04016,0.04802,0.0575,0.06714,0.0784,0.09273,0.1136,0.1488,0.324,0.07733009999999996
IDN,Indonesia,EAP,R,2015,2015,consumption,0,1,4091.939,5.4,145.5804,0.7355516,0.2907599,0.143168,0.4123846,0.3341845,116.4336,0.1831811,NA,120.528146,0.03552,0.04761,0.05596,0.06513,0.07491,0.08549,0.09835,0.1166,0.1465,0.274,0.07545819999999992
IDN,Indonesia,EAP,U,2016,2016,consumption,0,1,4091.939,1.6,207.5934,0.02717144,0.00301664,5.124213e-4,0.003320868,0.4103152,152.289,0.2785783,NA,140.973624,0.02588,0.03491,0.04332,0.05496,0.06678,0.08151,0.09874,0.1204,0.1567,0.3168,-0.001023389999999999
IDN,Indonesia,EAP,R,2016,2016,consumption,0,1,4091.939,6,150.3405,0.761788,0.3164824,0.1628268,0.4595079,0.3265532,123.4713,0.1735989,NA,120.141832,0.03489,0.04752,0.05613,0.06546,0.07637,0.08824,0.1011,0.1193,0.1493,0.2618,0.09515930000000006
IDN,Indonesia,EAP,A,2016,2016,consumption,0,1,4091.939,6.1,181.2508,0.6744319,0.2872998,0.1513272,0.4221554,0.385651,NA,0.2430441,NA,261.115456,0.02931,0.03971,0.04779,0.05807,0.06925,0.08144,0.09761,0.1188,0.1536,0.3044,0.0889008
IDN,Indonesia,EAP,U,2017,2017,consumption,0,1,4091.939,1.4,216.7182,0.01069569,0.001232419,2.366343e-4,0.001376263,0.4068613,157.5333,0.2738927,NA,144.295048,0.02537,0.03577,0.04472,0.05448,0.06594,0.08015,0.09875,0.1241,0.1636,0.3072,0.0013410450000000008
IDN,Indonesia,EAP,A,2017,2017,consumption,0,1,4091.939,7.5,190.658,0.7457164,0.3455103,0.1947218,0.5292086,0.3807335,NA,0.2374717,NA,263.991379,0.02871,0.03977,0.04898,0.0584,0.06911,0.08241,0.0992,0.1213,0.1568,0.2953,0.0726098999999999
IDN,Indonesia,EAP,R,2017,2017,consumption,0,1,4091.939,8,159.2422,0.8548098,0.4103278,0.236232,0.6365961,0.3204545,131.5494,0.1679566,NA,119.696331,0.03423,0.04655,0.05651,0.06628,0.07667,0.08934,0.1051,0.1254,0.1522,0.2477,0.08001169999999991
IDN,Indonesia,EAP,U,2018,2018,consumption,0,1,4091.939,0.7392996,224.0224,0.987237,0.7708411,0.6265878,1.716053,0.4005402,162.9061,0.264991,NA,148.084795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.987237
IDN,Indonesia,EAP,R,2018,2018,consumption,0,1,4091.939,20,168.1142,0.9905885,0.7283995,0.5580185,1.461807,0.3244419,138.0996,0.1725529,NA,119.57864,0.03367,0.0461,0.05608,0.06561,0.07616,0.08915,0.1051,0.1255,0.1522,0.2505,0.017380700000000027
IDN,Indonesia,EAP,A,2018,2018,consumption,0,1,4091.939,20.1,199.0454,0.9735666,0.6889769,0.5191296,1.365578,0.3896794,NA,0.2492649,NA,267.663435,0.02787,0.03932,0.04827,0.05722,0.06801,0.08104,0.09741,0.1197,0.1575,0.3037,0.014393799999999901
IND,India,SAS,A,1977,1977.5,consumption,0,0,14.97516,1.9,63.76924,0.6163453,0.2098564,0.09397873,0.2918806,NA,NA,NA,NA,665.502284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2305682
IND,India,SAS,R,1977,1977.5,consumption,0,0,14.97516,2,58.58505,0.707295,0.2562233,0.1193009,0.3629673,0.3419566,46.59482,0.20766,NA,516.569528,0.03566,0.04709,0.0568,0.06583,0.07485,0.08458,0.09603,0.1113,0.1365,0.2914,0.05487010000000003
IND,India,SAS,U,1977,1977.5,consumption,0,0,14.97516,40,82.12169,0.9994959,0.9326137,0.8735973,2.935905,0.3574155,63.9832,0.2131857,NA,149.379782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.941000000000528e-4
IND,India,SAS,A,1983,1983,consumption,0,0,14.97516,2,66.59706,0.5875675,0.1908957,0.08245965,0.2615678,0.3211588,NA,0.1672337,NA,746.949067,0.03636,0.04834,0.05806,0.06725,0.07663,0.087,0.09956,0.1167,0.1458,0.2643,0.225273
IND,India,SAS,R,1983,1983,consumption,0,0,14.97516,2.1,60.26116,0.6835248,0.2376897,0.1074148,0.3324518,0.3005934,50.86009,0.1498896,NA,568.585099,0.03832,0.05044,0.06067,0.07012,0.07953,0.08964,0.1015,0.1173,0.1433,0.2492,0.059649400000000075
IND,India,SAS,U,1983,1983,consumption,0,0,14.97516,24.4,86.7945,0.9999906,0.8830526,0.7875648,2.353306,0.3332687,69.65138,0.1820426,NA,178.956141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999999999062311e-7
IND,India,SAS,A,1987,1987.5,consumption,0,0,14.97516,2.2,73.23155,0.6025429,0.1934983,0.08139813,0.2578048,0.3255157,NA,0.1752711,NA,834.489322,0.03765,0.04935,0.05784,0.06623,0.07519,0.08538,0.09779,0.1146,0.1424,0.2736,0.18175959999999997
IND,India,SAS,R,1987,1987.5,consumption,0,0,14.97516,2.6,66.85443,0.7722853,0.2908752,0.1363696,0.4112559,0.3013363,55.45766,0.1547538,NA,625.341263,0.03949,0.05245,0.06112,0.06946,0.07826,0.08812,0.09996,0.1156,0.1406,0.2549,0.05041019999999996
IND,India,SAS,U,1987,1987.5,consumption,0,0,14.97516,40,92.41988,0.9996466,0.9240694,0.8584621,2.792677,0.3556931,71.50276,0.2089956,NA,209.894838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.2440000000000246e-4
IND,India,SAS,A,1993,1993.5,consumption,0,1,14.97516,2.3,75.41976,0.6136365,0.1934161,0.0803468,0.2564587,0.3169367,NA,0.1663938,NA,942.204249,0.03812,0.05092,0.05931,0.06734,0.0759,0.08566,0.09766,0.1145,0.1439,0.2667,0.2136325
IND,India,SAS,R,1993,1993.5,consumption,0,1,14.97516,2.3,67.40533,0.6776998,0.2187062,0.09193152,0.290878,0.2858657,56.79914,0.1367367,NA,693.471749,0.04131,0.05474,0.06332,0.07134,0.0797,0.08914,0.1003,0.1153,0.1406,0.2442,0.06406329999999993
IND,India,SAS,U,1993,1993.5,consumption,0,1,14.97516,30.7,97.88308,0.9992129,0.8963214,0.8095903,2.451304,0.3438523,76.63182,0.195335,NA,249.629427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.611000000000031e-4
IND,India,SAS,A,2004,2004.5,consumption,0,1,14.97516,2.6,87.00227,0.6276398,0.2056215,0.08718589,0.273847,0.3440367,NA,0.1953392,NA,1126.135777,0.03663,0.04826,0.05608,0.06387,0.07221,0.08193,0.0942,0.1121,0.1433,0.2915,0.20036959999999998
IND,India,SAS,R,2004,2004.5,consumption,0,1,14.97516,2.8,76.217,0.748624,0.2674907,0.1199238,0.3636246,0.3045358,62.1619,0.1558921,NA,800.648753,0.04078,0.05321,0.06123,0.06907,0.07717,0.08637,0.0974,0.1126,0.1381,0.2641,0.07246649999999999
IND,India,SAS,U,2004,2004.5,consumption,0,1,14.97516,38.6,113.3176,0.9990357,0.9043583,0.8251036,2.57148,0.3763517,85.30974,0.2329943,NA,326.495067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.8789999999998557e-4
IND,India,SAS,U,2004,2004.5,consumption,0,1,14.97516,38.7,113.3176,0.9990357,0.904603,0.8255133,2.574064,0.3763517,85.30974,0.2329943,NA,326.495067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.8789999999998557e-4
IND,India,SAS,U,2004,2004.5,consumption,0,1,14.97516,38.8,113.3176,0.9990357,0.9048464,0.8259211,2.576643,0.3763517,85.30974,0.2329943,NA,326.495067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.8789999999998557e-4
IND,India,SAS,U,2004,2004.5,consumption,0,1,14.97516,38.9,113.3176,0.9990357,0.9050885,0.8263269,2.579214,0.3763517,85.30974,0.2329943,NA,326.495067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.8789999999998557e-4
IND,India,SAS,A,2009,2009.5,consumption,0,1,14.97516,2.9,96.47669,0.6386215,0.2151783,0.0932557,0.2889077,0.3537728,NA,0.2084415,NA,1230.980691,0.03548,0.04717,0.05536,0.06291,0.07116,0.08073,0.09336,0.1115,0.1428,0.2996,0.20678839999999993
IND,India,SAS,R,2009,2009.5,consumption,0,1,14.97516,2.9,81.69452,0.7206629,0.247014,0.1078418,0.332488,0.299503,67.36666,0.1518133,NA,850.238363,0.04064,0.05345,0.06206,0.06998,0.07804,0.08713,0.0981,0.1135,0.1389,0.2581,0.08204140000000004
IND,India,SAS,U,2009,2009.5,consumption,0,1,14.97516,39.9,129.7515,0.9982936,0.896123,0.81148,2.494842,0.3934797,94.97474,0.2578562,NA,381.763166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0010968000000000089
IND,India,SAS,U,2009,2009.5,consumption,0,1,14.97516,40,129.7515,0.9982936,0.8963784,0.8119033,2.497341,0.3934797,94.97474,0.2578562,NA,381.763166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0010968000000000089
IND,India,SAS,A,2011,2011.5,consumption,0,1,14.97516,3.2,111.8266,0.6039706,0.1973625,0.08410131,0.2632905,0.3570978,NA,0.211114,NA,1263.065852,0.03493,0.04641,0.05474,0.06244,0.07096,0.08097,0.09361,0.1117,0.1428,0.3014,0.19189480000000003
IND,India,SAS,R,2011,2011.5,consumption,0,1,14.97516,3.2,95.83987,0.6824707,0.2272855,0.09767283,0.3040678,0.3112752,77.597,0.1633227,NA,863.5076,0.03948,0.05188,0.06051,0.06851,0.07636,0.08599,0.09762,0.1135,0.1396,0.2665,0.07850009999999996
IND,India,SAS,U,2011,2011.5,consumption,0,1,14.97516,39.7,146.6623,0.9975997,0.8801457,0.7865777,2.359501,0.3901443,107.4644,0.2502741,NA,400.417728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0015793000000000612
IRL,Ireland,OHI,N,1987,1987,income,0,1,0.9517142,21.3,592.4111,0.6949433,0.2875533,0.1533001,0.4371083,0.354662,486.3947,0.2183428,NA,3.540057,0.02743,0.04216,0.05285,0.06367,0.07598,0.08738,0.1017,0.1216,0.1549,0.2723,0.005244699999999991
IRL,Ireland,OHI,N,1994,1994,income,0,1,0.9517142,22.4,863.5785,0.5223635,0.1754603,0.08179112,0.2484185,0.369142,665.0344,0.2309739,NA,3.590386,0.02861,0.04095,0.05192,0.06276,0.07202,0.08262,0.09755,0.1195,0.1538,0.2903,0.007503799999999949
IRL,Ireland,OHI,N,1995,1995,income,0,1,0.9517142,25.1,891.3075,0.5795109,0.2076422,0.1000192,0.2988375,0.3704509,673.4622,0.2336288,NA,3.608841,0.02771,0.04066,0.05247,0.06271,0.07094,0.08193,0.09767,0.1211,0.1585,0.2863,0.008265000000000078
IRL,Ireland,OHI,N,1996,1996,income,0,1,0.9517142,20.8,933.7242,0.3999125,0.1204729,0.05323056,0.1659411,0.3562214,734.5209,0.2146343,NA,3.63751,0.02852,0.04241,0.05467,0.06383,0.07281,0.08501,0.1,0.1204,0.1566,0.2757,0.007906599999999986
IRL,Ireland,OHI,N,2000,2000,income,0,1,0.9517142,34.1,1167.328,0.5561318,0.1872037,0.08643716,0.2622678,0.3300521,965.8495,0.1853281,NA,3.805174,0.03095,0.04655,0.05792,0.06688,0.07694,0.08899,0.1013,0.1204,0.1488,0.2613,0.013014699999999935
IRL,Ireland,OHI,N,2003,2003,income,0,1,0.9517142,34.4,1318.319,0.4702527,0.1483022,0.06638982,0.2057255,0.3288762,1095.304,0.1870474,NA,3.996521,0.03061,0.04624,0.05781,0.06743,0.07756,0.08908,0.1024,0.121,0.1489,0.2591,0.00519620000000004
IRL,Ireland,OHI,N,2004,2004,income,0,1,0.9517142,37.6,1368.96,0.5149607,0.1702579,0.07771529,0.2369089,0.3360964,1124.242,0.1942677,NA,4.070262,0.03007,0.04557,0.05714,0.06668,0.0761,0.08799,0.1029,0.12,0.1472,0.2664,0.0051635000000000986
IRL,Ireland,OHI,N,2005,2005,income,0,1,0.9517142,32.9,1437.609,0.3826361,0.1114001,0.04681892,0.1495446,0.3375401,1151.964,0.1941776,NA,4.159914,0.03147,0.04562,0.05712,0.06682,0.07517,0.08643,0.1005,0.1187,0.1487,0.2695,0.007210099999999997
IRL,Ireland,OHI,N,2006,2006,income,0,1,0.9517142,33.3,1533.008,0.3501724,0.09463511,0.03989445,0.1302337,0.3272796,1262.597,0.1872915,NA,4.273591,0.03107,0.04744,0.05788,0.06651,0.07617,0.08817,0.1027,0.1225,0.1512,0.2563,0.00969979999999998
IRL,Ireland,OHI,N,2007,2007,income,0,1,0.9517142,35.6,1522.09,0.3806368,0.1058882,0.0434577,0.1422468,0.3194677,1245.376,0.174713,NA,4.398942,0.03309,0.04866,0.05895,0.06867,0.07734,0.08729,0.1013,0.1213,0.1484,0.255,0.0072257000000000016
IRL,Ireland,OHI,N,2008,2008,income,0,1,0.9517142,37.7,1405.929,0.4723387,0.1428779,0.06265829,0.1973358,0.3090622,1184.241,0.1686718,NA,4.489544,0.03259,0.04938,0.05998,0.06997,0.07972,0.08989,0.1052,0.1205,0.147,0.2458,0.008919400000000022
IRL,Ireland,OHI,N,2009,2009,income,0,1,0.9517142,38.5,1383.544,0.5179356,0.1666359,0.07853648,0.2352493,0.3268255,1156.966,0.2024713,NA,4.535375,0.02952,0.04703,0.05755,0.0689,0.07924,0.08791,0.1012,0.1216,0.1515,0.2556,0.007398200000000021
IRL,Ireland,OHI,N,2010,2010,income,0,1,0.9517142,25.5,1330.05,0.2564217,0.07236619,0.03409626,0.1023208,0.322971,1123.495,0.1991167,NA,4.560155,0.0285,0.04737,0.05795,0.06919,0.07936,0.08983,0.1026,0.1229,0.1533,0.249,0.006319399999999975
IRL,Ireland,OHI,N,2011,2011,income,0,1,0.9517142,24.4,1294.376,0.248194,0.07171927,0.03358222,0.099869,0.3287469,1080.236,0.2050353,NA,4.580084,0.02804,0.04645,0.05792,0.06858,0.07844,0.08883,0.1029,0.1219,0.1518,0.2551,0.0055004999999999915
IRL,Ireland,OHI,N,2012,2012,income,0,1,0.9517142,26.8,1304.224,0.2962735,0.08844464,0.03894979,0.1239187,0.3322075,1079.639,0.1973177,NA,4.599533,0.02963,0.04548,0.05712,0.06779,0.07749,0.08844,0.1019,0.1211,0.1519,0.2593,0.006333500000000047
IRL,Ireland,OHI,N,2013,2013,income,0,1,0.9517142,33.4,1301.347,0.4508185,0.1478158,0.0702625,0.2057368,0.3348919,1081.539,0.2170306,NA,4.623816,0.02816,0.04517,0.05692,0.06775,0.07826,0.08834,0.1017,0.1207,0.1522,0.2608,0.005440500000000015
IRL,Ireland,OHI,N,2014,2014,income,0,1,0.9517142,38.3,1365.335,0.5217158,0.1657226,0.07549531,0.2290119,0.3187645,1135.877,0.1879771,NA,4.65774,0.03124,0.04779,0.0588,0.06913,0.07842,0.08848,0.1024,0.1224,0.1522,0.2492,0.006399999999999961
IRL,Ireland,OHI,N,2015,2015,income,0,1,0.9517142,26.8,1408.087,0.2404664,0.06307456,0.02668091,0.08803386,0.3182154,1187.826,0.1845076,NA,4.701957,0.03137,0.04862,0.05909,0.06943,0.07934,0.0894,0.1013,0.1192,0.1482,0.254,0.006839800000000007
IRL,Ireland,OHI,N,2016,2016,income,0,1,0.9517142,25.1,1504.386,0.1820842,0.04491527,0.01885367,0.06244929,0.328076,1217.772,0.1887722,NA,4.755335,0.03131,0.04756,0.05786,0.06798,0.07685,0.0863,0.1007,0.1198,0.1526,0.2592,0.005461400000000005
IRN,"Iran, Islamic Republic of",MNA,N,1986,1986,consumption,0,0,5001.363,4.2,293.1321,0.3068981,0.1083533,0.05053126,0.1533132,0.4741964,194.9622,0.391807,NA,49.256842,0.01807,0.02777,0.03771,0.04829,0.06005,0.07384,0.09124,0.1158,0.1587,0.3686,0.010888600000000026
IRN,"Iran, Islamic Republic of",MNA,N,1990,1990,consumption,0,0,5001.363,3.3,271.0375,0.1980203,0.0609017,0.02696294,0.08490129,0.4360478,194.0056,0.3277446,NA,56.226185,0.0206,0.03155,0.04227,0.05328,0.06516,0.07875,0.09554,0.1188,0.1586,0.3355,0.010825500000000016
IRN,"Iran, Islamic Republic of",MNA,N,1994,1994,consumption,0,0,5001.363,3.5,294.1927,0.1815419,0.04995036,0.01963956,0.06429125,0.4299837,210.4863,0.3147499,NA,59.725125,0.02233,0.03269,0.04297,0.05364,0.06525,0.07862,0.09522,0.1183,0.1581,0.3329,0.0103694
IRN,"Iran, Islamic Republic of",MNA,N,1998,1998,consumption,0,0,5001.363,3.4,332.3324,0.1517722,0.04003954,0.0148808,0.05104342,0.4409564,234.1732,0.3332719,NA,63.90063,0.02069,0.03088,0.04118,0.05201,0.06395,0.07782,0.09517,0.1195,0.1614,0.3374,0.009143399999999996
IRN,"Iran, Islamic Republic of",MNA,N,2005,2005,consumption,0,1,5001.363,6.7,534.7625,0.2047432,0.06129516,0.02640081,0.08303828,0.4355864,376.7411,0.3238984,NA,70.421811,0.02023,0.03263,0.04282,0.05308,0.06429,0.07738,0.09421,0.119,0.1632,0.3331,0.007161499999999987
IRN,"Iran, Islamic Republic of",MNA,N,2006,2006,consumption,0,1,5001.363,5.5,549.6154,0.145623,0.03883937,0.01533981,0.05083917,0.4475204,376.531,0.3420656,NA,71.22788,0.01954,0.03095,0.04049,0.0509,0.06242,0.07601,0.0941,0.1199,0.1657,0.3399,0.007361200000000012
IRN,"Iran, Islamic Republic of",MNA,N,2009,2009,consumption,0,1,5001.363,8.4,529.739,0.2933589,0.09867384,0.04747779,0.1422683,0.4205147,388.3544,0.3075154,NA,73.687565,0.0196,0.03357,0.04396,0.05438,0.06664,0.08082,0.09873,0.1239,0.1657,0.3127,0.007328299999999954
IRN,"Iran, Islamic Republic of",MNA,N,2013,2013,consumption,0,1,5001.363,9.9,504.6633,0.3411174,0.1022438,0.04347742,0.1376341,0.3735942,387.743,0.2321242,NA,77.435384,0.02712,0.04082,0.05084,0.06063,0.07105,0.08355,0.09939,0.1204,0.1565,0.2897,0.007169700000000001
IRN,"Iran, Islamic Republic of",MNA,N,2014,2014,consumption,0,1,5001.363,7.5,496.8949,0.2172574,0.0632876,0.02719558,0.08587895,0.3878327,375.9998,0.2545083,NA,78.411092,0.02416,0.03874,0.04935,0.05962,0.07041,0.08222,0.09835,0.1207,0.1585,0.298,0.0068898000000000015
IRN,"Iran, Islamic Republic of",MNA,N,2015,2015,consumption,0,1,5001.363,8.2,493.3376,0.2693218,0.08077157,0.035164430000000003,0.1100441,0.39471,369.3788,0.2624356,NA,79.360487,0.02416,0.03849,0.04862,0.05831,0.06899,0.08148,0.09713,0.1192,0.158,0.3056,0.007260299999999997
IRN,"Iran, Islamic Republic of",MNA,N,2016,2016,consumption,0,1,5001.363,7.9,493.394,0.261548,0.07782322,0.033606370000000003,0.1056308,0.399652,366.1071,0.2691011,NA,80.277428,0.02375,0.03755,0.04769,0.05774,0.06844,0.08088,0.09719,0.1201,0.1582,0.3085,0.0075017
IRN,"Iran, Islamic Republic of",MNA,N,2017,2017,consumption,0,1,5001.363,22.5,525.5317,0.7829931,0.3957017,0.2397419,0.6454498,0.4080294,386.8152,0.2815311,NA,80.673951,0.02291,0.0362,0.04638,0.05635,0.06765,0.08028,0.09674,0.1205,0.1603,0.3127,0.002753899999999976
IRQ,Iraq,MNA,N,2006,2006.85,consumption,0,1,1003.799,3.9,168.9197,0.340187,0.07939563,0.02743446,0.09931093,0.2860061,144.0706,0.1331823,NA,28.390433,0.03946,0.05324,0.06278,0.07121,0.08033,0.09049,0.1026,0.1187,0.1449,0.2363,0.027707800000000005
IRQ,Iraq,MNA,N,2012,2012,consumption,0,1,1003.799,3.3,178.8106,0.1987922,0.04327585,0.01432288,0.05349925,0.2954186,152.1242,0.142462,NA,32.776571,0.03679,0.05118,0.06097,0.07029,0.08005,0.09065,0.1036,0.1214,0.1481,0.237,0.02025679999999999
ISL,Iceland,OHI,N,2003,2003,income,0,1,138.895,32.6,1384.388,0.3012913,0.07320613,0.02915535,0.09822754,0.2683604,1213.165,0.1263546,NA,0.289521,0.03786,0.05702,0.06756,0.07535,0.08336,0.09246,0.1028,0.1172,0.14,0.2264,0.0052554999999999685
ISL,Iceland,OHI,N,2004,2004,income,0,1,138.895,32.6,1415.83,0.3000659,0.07144072,0.02785377,0.09867608,0.2798214,1208.022,0.1411378,NA,0.292074,0.03806,0.0562,0.06581,0.0738,0.08148,0.09004,0.1015,0.1161,0.1396,0.2374,0.006012200000000023
ISL,Iceland,OHI,N,2005,2005,income,0,1,138.895,30.3,1476.965,0.2336886,0.05396504,0.02051838,0.07143197,0.2900245,1258.602,0.1456409,NA,0.296734,0.03719,0.05443,0.06389,0.07226,0.08076,0.08999,0.1001,0.1162,0.1415,0.2436,0.004920299999999989
ISL,Iceland,OHI,N,2006,2006,income,0,1,138.895,37.5,1692.777,0.3120548,0.07500641,0.02953476,0.103307,0.3024515,1405.393,0.1619259,NA,0.303782,0.03561,0.05333,0.0627,0.07082,0.07901,0.08828,0.09993,0.1154,0.141,0.2539,0.005518000000000023
ISL,Iceland,OHI,N,2007,2007,income,0,1,138.895,33,1787.935,0.1791868,0.03912184,0.01449861,0.05262428,0.2947096,1501.674,0.1496388,NA,0.311566,0.03721,0.05336,0.0635,0.07207,0.07974,0.08845,0.1004,0.116,0.1414,0.2478,0.003985900000000014
ISL,Iceland,OHI,N,2008,2008,income,0,1,138.895,34.4,1863.097,0.2073184,0.04624545,0.01663909,0.06094671,0.3178928,1527.666,0.1730574,NA,0.317414,0.03575,0.05062,0.06041,0.06905,0.07738,0.0867,0.09803,0.1137,0.1376,0.2708,0.004003100000000009
ISL,Iceland,OHI,N,2009,2009,income,0,1,138.895,28.4,1563.917,0.1618093,0.03706865,0.01459514,0.05163889,0.2865641,1351.013,0.14326,NA,0.318499,0.03674,0.05394,0.06403,0.07357,0.08207,0.0908,0.1013,0.1166,0.1409,0.24,0.004053799999999996
ISL,Iceland,OHI,N,2010,2010,income,0,1,138.895,29.7,1388.344,0.2293057,0.05385989,0.02106827,0.07644083,0.2617162,1244.379,0.1248321,NA,0.318041,0.03865,0.05677,0.06728,0.07677,0.0855,0.09398,0.1038,0.1173,0.1398,0.2202,0.005521799999999993
ISL,Iceland,OHI,N,2011,2011,income,0,1,138.895,39.7,1387.527,0.4670931,0.1335391,0.05601346,0.1871922,0.268308,1246.362,0.1318545,NA,0.319014,0.03708,0.05551,0.06552,0.07567,0.08562,0.09416,0.1049,0.1191,0.1411,0.2214,0.006154999999999966
ISL,Iceland,OHI,N,2012,2012,income,0,1,138.895,38.8,1416.431,0.4323687,0.1183376,0.04814649,0.1590052,0.2676942,1257.202,0.124426,NA,0.320716,0.03781,0.05516,0.06604,0.07602,0.08479,0.09356,0.1042,0.1192,0.1425,0.2208,0.004577300000000006
ISL,Iceland,OHI,N,2013,2013,income,0,1,138.895,31.7,1447.301,0.2409395,0.05317758,0.01859279,0.06890983,0.2540291,1295.369,0.1101928,NA,0.323764,0.04128,0.05733,0.06744,0.07637,0.08511,0.09398,0.1053,0.1198,0.1402,0.2133,0.005419900000000005
ISL,Iceland,OHI,N,2014,2014,income,0,1,138.895,36.3,1527.023,0.3419521,0.08125882,0.03039353,0.1058113,0.2780042,1339.717,0.1360503,NA,0.327386,0.03845,0.05557,0.06473,0.07339,0.08339,0.09229,0.1023,0.1165,0.1385,0.2348,0.005813399999999969
ISL,Iceland,OHI,N,2015,2015,income,0,1,138.895,38,1630.489,0.3056751,0.07254424,0.0269907,0.09453278,0.2678797,1437.674,0.1242163,NA,0.330815,0.03933,0.05568,0.06624,0.07528,0.0837,0.09297,0.1043,0.1179,0.1395,0.2251,0.00442809999999999
ISR,Israel,OHI,N,1979,1979,income,0,1,4.270233,5.8,591.838,0.06753462,0.01269444,0.004132205,0.01564773,0.3632997,476.6536,0.2219575,NA,3.786,0.02692,0.03984,0.05016,0.06054,0.07316,0.08805,0.1054,0.1276,0.1592,0.2691,0.00845539
ISR,Israel,OHI,N,1986,1986,income,0,1,4.270233,14,593.8309,0.4324067,0.1558604,0.07484142,0.2215295,0.3649054,474.5839,0.2265599,NA,4.299,0.0256,0.03936,0.04965,0.06108,0.07396,0.08772,0.1056,0.1274,0.1611,0.2685,0.007748599999999994
